Statistic Label,Month,Year,COICOP,Commodity Group,UNIT,VALUE
Monthly rate of change in HICP,April,1999,08,Communications,%,0.0
Monthly rate of change in HICP,April,1999,09,Recreation and culture,%,-0.2
Monthly rate of change in HICP,April,1999,10,Education,%,0.0
Monthly rate of change in HICP,April,1999,11,Restaurants and hotels,%,0.8
Monthly rate of change in HICP,April,1999,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,May,1999,00,All-items,%,0.7
Monthly rate of change in HICP,May,1999,01,Food and non-alcoholic beverages,%,0.6
Monthly rate of change in HICP,May,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.7
Monthly rate of change in HICP,May,1999,03,Clothing and footwear,%,0.2
Monthly rate of change in HICP,May,1999,04,"Housing, water, electricity, gas and other fuels",%,0.8
Monthly rate of change in HICP,May,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.4
Monthly rate of change in HICP,May,1999,06,Health,%,0.6
Monthly rate of change in HICP,May,1999,07,Transport,%,1.1
Monthly rate of change in HICP,May,1999,08,Communications,%,-0.1
Monthly rate of change in HICP,May,1999,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,May,1999,10,Education,%,0.3
Monthly rate of change in HICP,May,1999,11,Restaurants and hotels,%,1.3
Monthly rate of change in HICP,May,1999,12,Miscellaneous goods and services,%,0.5
Monthly rate of change in HICP,June,1999,00,All-items,%,0.3
Monthly rate of change in HICP,June,1999,01,Food and non-alcoholic beverages,%,0.7
Monthly rate of change in HICP,June,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.4
Monthly rate of change in HICP,June,1999,03,Clothing and footwear,%,-0.1
Monthly rate of change in HICP,June,1999,04,"Housing, water, electricity, gas and other fuels",%,-0.2
Monthly rate of change in HICP,June,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Monthly rate of change in HICP,June,1999,06,Health,%,0.2
Monthly rate of change in HICP,June,1999,07,Transport,%,0.3
Monthly rate of change in HICP,June,1999,08,Communications,%,-1.2
Monthly rate of change in HICP,June,1999,09,Recreation and culture,%,0.2
Monthly rate of change in HICP,June,1999,10,Education,%,0.0
Monthly rate of change in HICP,June,1999,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,June,1999,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,July,1999,00,All-items,%,-0.4
Monthly rate of change in HICP,July,1999,01,Food and non-alcoholic beverages,%,-0.6
Monthly rate of change in HICP,July,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.4
Monthly rate of change in HICP,July,1999,03,Clothing and footwear,%,-8.7
Monthly rate of change in HICP,July,1999,04,"Housing, water, electricity, gas and other fuels",%,1.0
Monthly rate of change in HICP,July,1999,05,"Furnishings, household equipment and routine household maintenance",%,-1.2
Monthly rate of change in HICP,July,1999,06,Health,%,0.4
Monthly rate of change in HICP,July,1999,07,Transport,%,0.7
Monthly rate of change in HICP,July,1999,08,Communications,%,-3.0
Monthly rate of change in HICP,July,1999,09,Recreation and culture,%,0.4
Monthly rate of change in HICP,July,1999,10,Education,%,0.0
Monthly rate of change in HICP,July,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,July,1999,12,Miscellaneous goods and services,%,1.3
Monthly rate of change in HICP,August,1999,00,All-items,%,0.7
Monthly rate of change in HICP,August,1999,01,Food and non-alcoholic beverages,%,0.2
Monthly rate of change in HICP,August,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,August,1999,03,Clothing and footwear,%,3.6
Monthly rate of change in HICP,August,1999,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,August,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.9
Monthly rate of change in HICP,August,1999,06,Health,%,1.9
Monthly rate of change in HICP,August,1999,07,Transport,%,1.0
Monthly rate of change in HICP,August,1999,08,Communications,%,0.0
Monthly rate of change in HICP,August,1999,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,August,1999,10,Education,%,0.0
Monthly rate of change in HICP,August,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,August,1999,12,Miscellaneous goods and services,%,0.5
Monthly rate of change in HICP,September,1999,00,All-items,%,0.4
Monthly rate of change in HICP,September,1999,01,Food and non-alcoholic beverages,%,-0.5
Monthly rate of change in HICP,September,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,September,1999,03,Clothing and footwear,%,2.6
Monthly rate of change in HICP,September,1999,04,"Housing, water, electricity, gas and other fuels",%,0.8
Monthly rate of change in HICP,September,1999,05,"Furnishings, household equipment and routine household maintenance",%,2.9
Monthly rate of change in HICP,September,1999,06,Health,%,0.2
Monthly rate of change in HICP,September,1999,07,Transport,%,0.9
Monthly rate of change in HICP,September,1999,08,Communications,%,0.0
Monthly rate of change in HICP,September,1999,09,Recreation and culture,%,0.4
Monthly rate of change in HICP,September,1999,10,Education,%,0.8
Monthly rate of change in HICP,September,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,September,1999,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,October,1999,00,All-items,%,0.1
Monthly rate of change in HICP,October,1999,01,Food and non-alcoholic beverages,%,-0.2
Monthly rate of change in HICP,October,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,October,1999,03,Clothing and footwear,%,0.0
Monthly rate of change in HICP,October,1999,04,"Housing, water, electricity, gas and other fuels",%,0.8
Monthly rate of change in HICP,October,1999,05,"Furnishings, household equipment and routine household maintenance",%,-0.1
Monthly rate of change in HICP,October,1999,06,Health,%,0.4
Monthly rate of change in HICP,October,1999,07,Transport,%,0.1
Monthly rate of change in HICP,October,1999,08,Communications,%,0.0
Monthly rate of change in HICP,October,1999,09,Recreation and culture,%,0.2
Monthly rate of change in HICP,October,1999,10,Education,%,8.5
Monthly rate of change in HICP,October,1999,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,October,1999,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,November,1999,00,All-items,%,0.1
Monthly rate of change in HICP,November,1999,01,Food and non-alcoholic beverages,%,0.3
Monthly rate of change in HICP,November,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,November,1999,03,Clothing and footwear,%,0.8
Monthly rate of change in HICP,November,1999,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,November,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,November,1999,06,Health,%,0.5
Monthly rate of change in HICP,November,1999,07,Transport,%,0.0
Monthly rate of change in HICP,November,1999,08,Communications,%,0.0
Monthly rate of change in HICP,November,1999,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,November,1999,10,Education,%,1.8
Monthly rate of change in HICP,November,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,November,1999,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,December,1999,00,All-items,%,1.2
Monthly rate of change in HICP,December,1999,01,Food and non-alcoholic beverages,%,0.3
Monthly rate of change in HICP,December,1999,02,"Alcoholic beverages, tobacco and narcotics",%,10.2
Monthly rate of change in HICP,December,1999,03,Clothing and footwear,%,-0.4
Monthly rate of change in HICP,December,1999,04,"Housing, water, electricity, gas and other fuels",%,1.7
Monthly rate of change in HICP,December,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.3
Monthly rate of change in HICP,December,1999,06,Health,%,0.2
Monthly rate of change in HICP,December,1999,07,Transport,%,0.6
Monthly rate of change in HICP,December,1999,08,Communications,%,0.0
Monthly rate of change in HICP,December,1999,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,December,1999,10,Education,%,0.0
Monthly rate of change in HICP,December,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,December,1999,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,January,2000,00,All-items,%,-0.3
Monthly rate of change in HICP,January,2000,01,Food and non-alcoholic beverages,%,0.0
Monthly rate of change in HICP,January,2000,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,January,2000,03,Clothing and footwear,%,-11.3
Monthly rate of change in HICP,January,2000,04,"Housing, water, electricity, gas and other fuels",%,0.4
Monthly rate of change in HICP,January,2000,05,"Furnishings, household equipment and routine household maintenance",%,-2.2
Monthly rate of change in HICP,January,2000,06,Health,%,0.0
Monthly rate of change in HICP,January,2000,07,Transport,%,1.0
Monthly rate of change in HICP,January,2000,08,Communications,%,1.2
Monthly rate of change in HICP,January,2000,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,January,2000,10,Education,%,2.0
Monthly rate of change in HICP,January,2000,11,Restaurants and hotels,%,0.9
Monthly rate of change in HICP,January,2000,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,February,2000,00,All-items,%,0.8
Monthly rate of change in HICP,February,2000,01,Food and non-alcoholic beverages,%,0.3
Monthly rate of change in HICP,February,2000,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,February,2000,03,Clothing and footwear,%,7.5
Monthly rate of change in HICP,February,2000,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,February,2000,05,"Furnishings, household equipment and routine household maintenance",%,2.2
Monthly rate of change in HICP,February,2000,06,Health,%,1.3
Monthly rate of change in HICP,February,2000,07,Transport,%,0.6
Monthly rate of change in HICP,February,2000,08,Communications,%,0.0
Monthly rate of change in HICP,February,2000,09,Recreation and culture,%,0.8
Monthly rate of change in HICP,February,2000,10,Education,%,0.0
Monthly rate of change in HICP,February,2000,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,February,2000,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,March,2000,00,All-items,%,0.7
Monthly rate of change in HICP,March,2000,01,Food and non-alcoholic beverages,%,0.1
Monthly rate of change in HICP,March,2000,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,March,2000,03,Clothing and footwear,%,1.9
Monthly rate of change in HICP,March,2000,04,"Housing, water, electricity, gas and other fuels",%,1.1
Monthly rate of change in HICP,March,2000,05,"Furnishings, household equipment and routine household maintenance",%,0.6
Monthly rate of change in HICP,March,2000,06,Health,%,0.4
Monthly rate of change in HICP,March,2000,07,Transport,%,1.7
Monthly rate of change in HICP,March,2000,08,Communications,%,0.2
Monthly rate of change in HICP,March,2000,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,March,2000,10,Education,%,0.0
Monthly rate of change in HICP,March,2000,11,Restaurants and hotels,%,0.6
Monthly rate of change in HICP,March,2000,12,Miscellaneous goods and services,%,0.6
Monthly rate of change in HICP,April,2000,00,All-items,%,0.7
Monthly rate of change in HICP,April,2000,01,Food and non-alcoholic beverages,%,0.1
Monthly rate of change in HICP,April,2000,02,"Alcoholic beverages, tobacco and narcotics",%,0.3
Monthly rate of change in HICP,April,2000,03,Clothing and footwear,%,0.5
Monthly rate of change in HICP,April,2000,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,April,2000,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,April,2000,06,Health,%,0.4
Monthly rate of change in HICP,April,2000,07,Transport,%,1.8
Monthly rate of change in HICP,April,2000,08,Communications,%,0.0
Monthly rate of change in HICP,April,2000,09,Recreation and culture,%,0.2
Monthly rate of change in HICP,April,2000,10,Education,%,0.0
Monthly rate of change in HICP,April,2000,11,Restaurants and hotels,%,0.8
Monthly rate of change in HICP,April,2000,12,Miscellaneous goods and services,%,1.4
Monthly rate of change in HICP,May,2000,00,All-items,%,0.7
Monthly rate of change in HICP,May,2000,01,Food and non-alcoholic beverages,%,1.5
Monthly rate of change in HICP,May,2000,02,"Alcoholic beverages, tobacco and narcotics",%,1.3
Monthly rate of change in HICP,May,2000,03,Clothing and footwear,%,0.1
Monthly rate of change in HICP,May,2000,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,May,2000,05,"Furnishings, household equipment and routine household maintenance",%,0.4
Monthly rate of change in HICP,May,2000,06,Health,%,1.1
Monthly rate of change in HICP,May,2000,07,Transport,%,-0.7
Monthly rate of change in HICP,May,2000,08,Communications,%,-1.4
Monthly rate of change in HICP,May,2000,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,May,2000,10,Education,%,0.5
Monthly rate of change in HICP,May,2000,11,Restaurants and hotels,%,1.4
Monthly rate of change in HICP,May,2000,12,Miscellaneous goods and services,%,0.6
Monthly rate of change in HICP,June,2000,00,All-items,%,0.7
Monthly rate of change in HICP,June,2000,01,Food and non-alcoholic beverages,%,0.6
Monthly rate of change in HICP,June,2000,02,"Alcoholic beverages, tobacco and narcotics",%,0.3
Monthly rate of change in HICP,June,2000,03,Clothing and footwear,%,-0.1
Monthly rate of change in HICP,June,2000,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,June,2000,05,"Furnishings, household equipment and routine household maintenance",%,0.5
Monthly rate of change in HICP,June,2000,06,Health,%,0.0
Monthly rate of change in HICP,June,2000,07,Transport,%,1.5
Monthly rate of change in HICP,June,2000,08,Communications,%,0.6
